TradeName_drug_sales,Drug Name,Manufacturer,Disease(s),2019 Sales (USD),2020 Sales (USD),2021 Sales (USD),2022 Sales (USD),2023 Sales (USD),Country,TradeName_disease_info,Price (in USD),Disease(disease_data),Symptoms,Prevalence,Prevalence_Decimal,Quality_of_Life,Morbidity,Mortality,Efficacy,Safety,Adverse_Events,Annual_Therapy_Costs,Average_therapy_cost_2019,Average_therapy_cost_2020,Average_therapy_cost_2021,Average_therapy_cost_2022,Average_therapy_cost_2023,Age_Group,Gender,Type_of_Drug,Age_Group_Range,Target Population 2019,Target Population 2020,Target Population 2021,Target Population 2022,Target Population 2023,Market_Size_2019,Patient_Pool_2019,Market_Size_2020,Patient_Pool_2020,Market_Size_2021,Patient_Pool_2021,Market_Size_2022,Patient_Pool_2022,Market_Size_2023,Patient_Pool_2023,Adoption_Rate_2019,Adoption_Rate_2020,Adoption_Rate_2021,Adoption_Rate_2022,Adoption_Rate_2023,Total_Adoption_Rate_2019,Revenue_2019_Indication,Total_Adoption_Rate_2020,Revenue_2020_Indication,Total_Adoption_Rate_2021,Revenue_2021_Indication,Total_Adoption_Rate_2022,Revenue_2022_Indication,Total_Adoption_Rate_2023,Revenue_2023_Indication
LYRICA 50MG CAP UNIT DOSE,Lyrica,Pfizer,Neuropathic pain,4.9,4.8,4.6,4.3,4,USA,LYRICA 50MG CAP UNIT DOSE,905.03,Fibromyalgia,"Chronic pain, fatigue, sleep disturbances, anxiety, tenderness in various body parts",Approximately 2% for fibromyalgia and about 3-8% for neuropathic pain in the USA,0.02,Patients often report decreased quality of life due to chronic pain and associated symptoms,20.3,0.05,Clinical studies show LYRICA reduces pain levels by approximately 30-50% in fibromyalgia and neuropathic pain patients,Generally well-tolerated; common side effects do not typically lead to severe complications,"Dizziness, sedation, weight gain, peripheral edema, and dry mouth","Approximately $6,000 to $8,000 per year, depending on insurance coverage and dosage",5862.128741,5896.884445,5699.758413,5525.599129,5967.647059,Typically prescribed for adults aged 18-65,"More common in females, especially for fibromyalgia (approximately 80% are female)",Small molecule anticonvulsant and analgesic,18 and older,307280000,304600000,301920000,299240000,296560000,36026298391,6145600,35923820039,6092000,34417421201,6038400,33069605667,5984800,35395308236,5931200,7.97E-07,7.88E-07,7.62E-07,7.18E-07,6.74E-07,1.59E-06,2.45,1.58E-06,2.4,1.52E-06,2.3,1.44E-06,2.15,1.35E-06,2
LYRICA 50MG CAP UNIT DOSE,Lyrica,Pfizer,fibromyalgia,4.9,4.8,4.6,4.3,4,USA,LYRICA 50MG CAP UNIT DOSE,905.03,Fibromyalgia,"Chronic pain, fatigue, sleep disturbances, anxiety, tenderness in various body parts",Approximately 2% for fibromyalgia and about 3-8% for neuropathic pain in the USA,0.02,Patients often report decreased quality of life due to chronic pain and associated symptoms,20.3,0.05,Clinical studies show LYRICA reduces pain levels by approximately 30-50% in fibromyalgia and neuropathic pain patients,Generally well-tolerated; common side effects do not typically lead to severe complications,"Dizziness, sedation, weight gain, peripheral edema, and dry mouth","Approximately $6,000 to $8,000 per year, depending on insurance coverage and dosage",5862.128741,5896.884445,5699.758413,5525.599129,5967.647059,Typically prescribed for adults aged 18-65,"More common in females, especially for fibromyalgia (approximately 80% are female)",Small molecule anticonvulsant and analgesic,18 and older,307280000,304600000,301920000,299240000,296560000,36026298391,6145600,35923820039,6092000,34417421201,6038400,33069605667,5984800,35395308236,5931200,7.97E-07,7.88E-07,7.62E-07,7.18E-07,6.74E-07,1.59E-06,2.45,1.58E-06,2.4,1.52E-06,2.3,1.44E-06,2.15,1.35E-06,2
VRAYLAR 1.5MG CAPSULE,Vraylar,AbbVie,Schizophrenia,600,800,1,1.3,1.5,USA,VRAYLAR 1.5MG CAPSULE,861.52,Bipolar Disorder,"For Bipolar I Disorder, symptoms include episodes of mania, hypomania, and depression. For Schizophrenia, symptoms include delusions, hallucinations, disorganized thinking, and negative symptoms such as flat affect and social withdrawal.",Bipolar I Disorder affects approximately 2.8% of adults in the USA. Schizophrenia affects about 1.1% of the population.,0.028,"Individuals with Bipolar I Disorder and Schizophrenia often experience a significant impairment in quality of life, affecting personal, social, and occupational functioning.",60.75,15.1,"Clinical studies show VRAYLAR is effective in reducing manic and depressive symptoms in Bipolar I Disorder and reducing the severity of psychotic symptoms in Schizophrenia, with efficacy rates around 50-70% depending on the condition and assessed symptoms.","Generally considered safe for use; however, it should be used with caution in patients with a history of seizures, cardiovascular disease, or metabolic issues.","Common adverse events include nausea, sedation, akathisia, insomnia, and weight gain. Serious effects can include extrapyramidal symptoms and tardive dyskinesia.","On average, annual therapy costs range between $7,000 to $14,000 depending on insurance coverage and pharmaceutical assistance programs.",5571.767017,5604.801209,5417.439182,5251.906318,5672.058824,Approved for use in adults and adolescents aged 13 years and older for Bipolar I Disorder; safety and efficacy have not been established for children under 13.,"Prescriptions are given to both males and females, with a slight female predominance for Bipolar Disorder and male predominance for Schizophrenia in the USA.",Atypical antipsychotic (small molecule).,18 and older,307280000,304600000,301920000,299240000,296560000,47938591932,8603840,47802228551,8528800,45797730659,8453760,44004252505,8378720,47098961416,8303680,6.97E-05,9.38E-05,1.18E-07,1.55E-07,1.81E-07,0.000139473,300,0.0001876,400,2.37E-07,0.5,3.10E-07,0.65,3.61E-07,0.75
VRAYLAR 1.5MG CAPSULE,Vraylar,AbbVie,bipolar disorder,600,800,1,1.3,1.5,USA,VRAYLAR 1.5MG CAPSULE,861.52,Bipolar Disorder,"For Bipolar I Disorder, symptoms include episodes of mania, hypomania, and depression. For Schizophrenia, symptoms include delusions, hallucinations, disorganized thinking, and negative symptoms such as flat affect and social withdrawal.",Bipolar I Disorder affects approximately 2.8% of adults in the USA. Schizophrenia affects about 1.1% of the population.,0.028,"Individuals with Bipolar I Disorder and Schizophrenia often experience a significant impairment in quality of life, affecting personal, social, and occupational functioning.",60.75,15.1,"Clinical studies show VRAYLAR is effective in reducing manic and depressive symptoms in Bipolar I Disorder and reducing the severity of psychotic symptoms in Schizophrenia, with efficacy rates around 50-70% depending on the condition and assessed symptoms.","Generally considered safe for use; however, it should be used with caution in patients with a history of seizures, cardiovascular disease, or metabolic issues.","Common adverse events include nausea, sedation, akathisia, insomnia, and weight gain. Serious effects can include extrapyramidal symptoms and tardive dyskinesia.","On average, annual therapy costs range between $7,000 to $14,000 depending on insurance coverage and pharmaceutical assistance programs.",5571.767017,5604.801209,5417.439182,5251.906318,5672.058824,Approved for use in adults and adolescents aged 13 years and older for Bipolar I Disorder; safety and efficacy have not been established for children under 13.,"Prescriptions are given to both males and females, with a slight female predominance for Bipolar Disorder and male predominance for Schizophrenia in the USA.",Atypical antipsychotic (small molecule).,18 and older,307280000,304600000,301920000,299240000,296560000,47938591932,8603840,47802228551,8528800,45797730659,8453760,44004252505,8378720,47098961416,8303680,6.97E-05,9.38E-05,1.18E-07,1.55E-07,1.81E-07,0.000139473,300,0.0001876,400,2.37E-07,0.5,3.10E-07,0.65,3.61E-07,0.75
EPINEPHRINE PROFESSIONAL 1 MG/ML KIT,Epinephrine Professional,Various,Anaphylaxis prevention,,,,,200,USA,EPINEPHRINE PROFESSIONAL 1 MG/ML KIT,49.53,Anaphylaxis,"Difficulty breathing, swelling of the throat, hives, rapid pulse, low blood pressure, dizziness, gastrointestinal symptoms (nausea, vomiting), confusion, loss of consciousness",Approximately 1.6% of the population experiences anaphylaxis at some point in their lives in the USA,0.016,Anaphylaxis can significantly affect quality of life due to anxiety about potential allergic reactions and the need for emergency care,0.2,0.01,Highly effective when administered promptly in treating anaphylactic reactions,"Generally safe when used as directed; however, improper administration can lead to adverse outcomes","Possible adverse events include increased heart rate, hypertension, anxiety, and injection site reactions","Approximately $600 - $1,200 for an emergency kit, depending on insurance and availability",681.844447,685.887003,662.9585932,642.7015251,694.1176471,"All age groups can be affected, but specific kits are recommended for individuals at risk",Both genders are equally affected,Small molecules (acute rescue medication),0 and older,406000000,402400000,398800000,395200000,391600000,4429261528,6496000,4416014880,6438400,4230206191,6380800,4063930284,6323200,4349063530,6265600,,,,,3.19E-05,0,0,0,0,0,0,0,0,3.19E-05,200
DYSPORT 500 UNIT/VIL,Dysport,Ipsen,Muscle spasticity,500,600,700,800,900,USA,DYSPORT 500 UNIT/VIL,669.35,Chronic Migraine,"Severe headache, neck pain, muscle spasms, stiffness","Approximately 12% of the population experiences chronic migraines; cervical dystonia affects about 1-3 cases per 100,000 people in the USA",0.12,Significantly improved for patients with chronic migraines; mild to moderate improvements noted for cervical dystonia and spasticity disorders,40.3,,Approximately 70% of patients report a reduction in headache days with regular use; efficacy in cervical dystonia and spasticity varies by individual,Generally well-tolerated; most adverse effects are localized and temporary,"Common adverse events include injection site pain (around 20%), headache (10%), and flu-like symptoms (5-10%); serious adverse effects are rare","Approximately $5,000 to $10,000 depending on frequency and dosing requirements",5279.960707,5311.264822,5133.715377,4976.851852,5375,"Typically used in adults, aged 18-65 years","More commonly prescribed to women, particularly for chronic migraines",Botulinum toxin type A (neurotoxin),18 and older,307280000,304600000,301920000,299240000,296560000,1.95E+11,36873600,1.94E+11,36552000,1.86E+11,36230400,1.79E+11,35908800,1.91E+11,35587200,1.36E-05,1.64E-05,1.93E-05,2.23E-05,2.53E-05,2.71E-05,250,3.28E-05,300,3.86E-05,350,4.46E-05,400,5.06E-05,450
DYSPORT 500 UNIT/VIL,Dysport,Ipsen,cosmetic use,500,600,700,800,900,USA,DYSPORT 500 UNIT/VIL,669.35,Chronic Migraine,"Severe headache, neck pain, muscle spasms, stiffness","Approximately 12% of the population experiences chronic migraines; cervical dystonia affects about 1-3 cases per 100,000 people in the USA",0.12,Significantly improved for patients with chronic migraines; mild to moderate improvements noted for cervical dystonia and spasticity disorders,40.3,,Approximately 70% of patients report a reduction in headache days with regular use; efficacy in cervical dystonia and spasticity varies by individual,Generally well-tolerated; most adverse effects are localized and temporary,"Common adverse events include injection site pain (around 20%), headache (10%), and flu-like symptoms (5-10%); serious adverse effects are rare","Approximately $5,000 to $10,000 depending on frequency and dosing requirements",5279.960707,5311.264822,5133.715377,4976.851852,5375,"Typically used in adults, aged 18-65 years","More commonly prescribed to women, particularly for chronic migraines",Botulinum toxin type A (neurotoxin),18 and older,307280000,304600000,301920000,299240000,296560000,1.95E+11,36873600,1.94E+11,36552000,1.86E+11,36230400,1.79E+11,35908800,1.91E+11,35587200,1.36E-05,1.64E-05,1.93E-05,2.23E-05,2.53E-05,2.71E-05,250,3.28E-05,300,3.86E-05,350,4.46E-05,400,5.06E-05,450
EMGALITY 120MG/ML SYRINGE,Emgality,Eli Lilly,Migraine prevention,300,400,500,600,700,USA,EMGALITY 120MG/ML SYRINGE,659.17,Chronic Migraine,"Severe headaches, nausea, sensitivity to light and sound, visual disturbances","Approximately 12% of the US population (about 38 million people) suffer from migraines, with chronic migraines affecting around 1-2% of the population",0.12,"Can significantly impair daily functioning, leading to reduced productivity and quality of life",10.15,0,Clinical trials indicated a reduction in migraine days per month by approximately 50% or more in about half of the patients treated with Emgality,"Generally well-tolerated; long-term safety data are still being established, but current studies suggest favorable safety profiles","Common adverse events include injection site reactions (up to 10%), constipation, and hypersensitivity reactions","Approximately $6,000 to $7,000 per year without insurance coverage",5279.960707,5311.264822,5133.715377,4976.851852,5375,"Adults, typically used in individuals aged 18 and older",More prevalent in women (about 3 times more common than in men),Monoclonal antibody (specifically a CGRP antagonist),18 and older,307280000,304600000,301920000,299240000,296560000,1.95E+11,36873600,1.94E+11,36552000,1.86E+11,36230400,1.79E+11,35908800,1.91E+11,35587200,8.14E-06,1.09E-05,1.38E-05,1.67E-05,1.97E-05,8.14E-06,300,1.09E-05,400,1.38E-05,500,1.67E-05,600,1.97E-05,700
TALTZ 80MG/ML AUTOINJECTOR,Taltz,Eli Lilly,Plaque psoriasis,1,1.2,1.5,1.8,2,USA,TALTZ 80MG/ML AUTOINJECTOR,6067.36,Psoriatic Arthritis,"Joint pain, stiffness, swelling, fatigue, plantar fasciitis, reduced range of motion, skin lesions, nail changes",Approximately 0.1% to 0.3% of the population in the USA is affected; about 50% of people with psoriasis may develop psoriatic arthritis.,0.003,"Psoriatic arthritis significantly impacts quality of life due to chronic pain, functional impairment, and psychological burden; many patients report a reduced quality of life compared to healthy individuals.",0.3,0.13,"Clinical studies show that TALTZ can reduce signs and symptoms in 70% of patients, demonstrating strong efficacy in managing psoriatic arthritis.",Generally well-tolerated; monitors for infections are recommended due to immunosuppressive effects but overall seen as safe for the majority of patients.,"Common adverse events include injection site reactions, upper respiratory infections, nausea, and potential risk of serious infections (approximately 1-2%).","Estimated annual cost for TALTZ is approximately $70,000 to $80,000, depending on insurance coverage and patient co-pays.",46309.28992,46583.85093,45026.60663,43650.79365,47142.85714,Approved for adults aged 18 years and older.,"Affects both genders, but there is a slight male predominance in psoriatic arthritis prevalence.","Monoclonal antibody (specifically, IL-17A inhibitor).",18 and older,307280000,304600000,301920000,299240000,296560000,42689755820,921840,42568322980,913800,40783299221,905760,39186190475,897720,41942057140,889680,1.08E-06,1.31E-06,1.66E-06,2.01E-06,2.25E-06,2.17E-06,0.5,2.63E-06,0.6,3.31E-06,0.75,4.01E-06,0.9,4.50E-06,1
TALTZ 80MG/ML AUTOINJECTOR,Taltz,Eli Lilly,psoriatic arthritis,1,1.2,1.5,1.8,2,USA,TALTZ 80MG/ML AUTOINJECTOR,6067.36,Psoriatic Arthritis,"Joint pain, stiffness, swelling, fatigue, plantar fasciitis, reduced range of motion, skin lesions, nail changes",Approximately 0.1% to 0.3% of the population in the USA is affected; about 50% of people with psoriasis may develop psoriatic arthritis.,0.003,"Psoriatic arthritis significantly impacts quality of life due to chronic pain, functional impairment, and psychological burden; many patients report a reduced quality of life compared to healthy individuals.",0.3,0.13,"Clinical studies show that TALTZ can reduce signs and symptoms in 70% of patients, demonstrating strong efficacy in managing psoriatic arthritis.",Generally well-tolerated; monitors for infections are recommended due to immunosuppressive effects but overall seen as safe for the majority of patients.,"Common adverse events include injection site reactions, upper respiratory infections, nausea, and potential risk of serious infections (approximately 1-2%).","Estimated annual cost for TALTZ is approximately $70,000 to $80,000, depending on insurance coverage and patient co-pays.",46309.28992,46583.85093,45026.60663,43650.79365,47142.85714,Approved for adults aged 18 years and older.,"Affects both genders, but there is a slight male predominance in psoriatic arthritis prevalence.","Monoclonal antibody (specifically, IL-17A inhibitor).",18 and older,307280000,304600000,301920000,299240000,296560000,42689755820,921840,42568322980,913800,40783299221,905760,39186190475,897720,41942057140,889680,1.08E-06,1.31E-06,1.66E-06,2.01E-06,2.25E-06,2.17E-06,0.5,2.63E-06,0.6,3.31E-06,0.75,4.01E-06,0.9,4.50E-06,1
JAYPIRCA 100MG TAB,Jaypirca,Eli Lilly,Relapsed or refractory mantle cell lymphoma,,,,,300,USA,JAYPIRCA 100MG TAB,20050.25,Follicular Lymphoma,"Swelling of lymph nodes, fever, night sweats, weight loss, fatigue, abdominal pain.","Approximately 15,000 new cases annually in the USA.",0.0005,"Patients may experience a moderate to significant impact on quality of life due to symptoms and treatment side effects, but many manage chronic disease over time.",0.35,0.05,"In clinical trials, JAYPIRCA (pirtobrutinib) has shown a response rate of about 65-75% in patients with relapsed or refractory follicular lymphoma.","Generally well-tolerated, but there are safety considerations for patients with certain preexisting conditions.","Common adverse events include fatigue, diarrhea, and possible bleeding complications. Serious adverse events may include infections or cardiac issues.","Approximately $100,000 per year.",150294.6955,151185.7708,146131.8052,141666.6667,153000,"Typically prescribed to adults, mainly those over 60 years old.","Occurs slightly more commonly in males, though it affects both genders.",Small molecule (Bruton tyrosine kinase inhibitor).,18 and older,307280000,304600000,301920000,299240000,296560000,23091277017,153640,23025592893,152300,22060057313,150960,21196166672,149620,22686840000,148280,,,,,0.002023199,0,0,0,0,0,0,0,0,0.002023199,300
CYMBALTA 30MG CAP,Cymbalta,Eli Lilly,Depression,4,3.8,3.5,3.2,3,USA,CYMBALTA 30MG CAP,271.3,Generalized Anxiety Disorder (GAD),"Persistent feelings of sadness, loss of interest in activities, fatigue, difficulty concentrating, anxiety, irritability, and physical symptoms like muscle tension.","Approximately 7.1% of adults in the USA experience major depressive disorder annually, while generalized anxiety disorder affects about 3.1% of the population.",0.031,"Cymbalta can significantly improve quality of life by reducing depressive and anxiety symptoms, helping patients to return to normal daily functioning.",0.5,0.14,"Cymbalta has been shown to be effective, with clinical trials demonstrating an approximately 60-70% response rate in treating MDD and GAD.","Generally considered safe when used as prescribed, but regular monitoring is recommended for side effects.","Common adverse events include nausea (30%), dry mouth (20%), drowsiness (18%), fatigue (16%), constipation (15%), and increased sweating (15%).","The cost of Cymbalta (30 mg capsules) is approximately $400-$800 per year, depending on insurance coverage and pharmacy pricing.",1294.416029,1302.090432,1258.563054,1220.10696,1317.715517,Most commonly prescribed for adults aged 18-64 years.,"More commonly prescribed to females, as women are nearly twice as likely to be diagnosed with MDD compared to men.",Small molecule antidepressant (selective serotonin and norepinephrine reuptake inhibitor - SNRI).,18 and older,307280000,304600000,301920000,299240000,296560000,12330192879,9525680,12295119113,9442600,11779546075,9359520,11318249008,9276440,12114233125,9193360,4.20E-07,4.02E-07,3.74E-07,3.45E-07,3.26E-07,1.26E-06,1.333333333,1.21E-06,1.266666667,1.12E-06,1.166666667,1.03E-06,1.066666667,9.79E-07,1
CYMBALTA 30MG CAP,Cymbalta,Eli Lilly,generalized anxiety disorder,4,3.8,3.5,3.2,3,USA,CYMBALTA 30MG CAP,271.3,Generalized Anxiety Disorder (GAD),"Persistent feelings of sadness, loss of interest in activities, fatigue, difficulty concentrating, anxiety, irritability, and physical symptoms like muscle tension.","Approximately 7.1% of adults in the USA experience major depressive disorder annually, while generalized anxiety disorder affects about 3.1% of the population.",0.031,"Cymbalta can significantly improve quality of life by reducing depressive and anxiety symptoms, helping patients to return to normal daily functioning.",0.5,0.14,"Cymbalta has been shown to be effective, with clinical trials demonstrating an approximately 60-70% response rate in treating MDD and GAD.","Generally considered safe when used as prescribed, but regular monitoring is recommended for side effects.","Common adverse events include nausea (30%), dry mouth (20%), drowsiness (18%), fatigue (16%), constipation (15%), and increased sweating (15%).","The cost of Cymbalta (30 mg capsules) is approximately $400-$800 per year, depending on insurance coverage and pharmacy pricing.",1294.416029,1302.090432,1258.563054,1220.10696,1317.715517,Most commonly prescribed for adults aged 18-64 years.,"More commonly prescribed to females, as women are nearly twice as likely to be diagnosed with MDD compared to men.",Small molecule antidepressant (selective serotonin and norepinephrine reuptake inhibitor - SNRI).,18 and older,307280000,304600000,301920000,299240000,296560000,12330192879,9525680,12295119113,9442600,11779546075,9359520,11318249008,9276440,12114233125,9193360,4.20E-07,4.02E-07,3.74E-07,3.45E-07,3.26E-07,1.26E-06,1.333333333,1.21E-06,1.266666667,1.12E-06,1.166666667,1.03E-06,1.066666667,9.79E-07,1
CYMBALTA 30MG CAP,Cymbalta,Eli Lilly,fibromyalgia,4,3.8,3.5,3.2,3,USA,CYMBALTA 30MG CAP,271.3,Generalized Anxiety Disorder (GAD),"Persistent feelings of sadness, loss of interest in activities, fatigue, difficulty concentrating, anxiety, irritability, and physical symptoms like muscle tension.","Approximately 7.1% of adults in the USA experience major depressive disorder annually, while generalized anxiety disorder affects about 3.1% of the population.",0.031,"Cymbalta can significantly improve quality of life by reducing depressive and anxiety symptoms, helping patients to return to normal daily functioning.",0.5,0.14,"Cymbalta has been shown to be effective, with clinical trials demonstrating an approximately 60-70% response rate in treating MDD and GAD.","Generally considered safe when used as prescribed, but regular monitoring is recommended for side effects.","Common adverse events include nausea (30%), dry mouth (20%), drowsiness (18%), fatigue (16%), constipation (15%), and increased sweating (15%).","The cost of Cymbalta (30 mg capsules) is approximately $400-$800 per year, depending on insurance coverage and pharmacy pricing.",1294.416029,1302.090432,1258.563054,1220.10696,1317.715517,Most commonly prescribed for adults aged 18-64 years.,"More commonly prescribed to females, as women are nearly twice as likely to be diagnosed with MDD compared to men.",Small molecule antidepressant (selective serotonin and norepinephrine reuptake inhibitor - SNRI).,18 and older,307280000,304600000,301920000,299240000,296560000,12330192879,9525680,12295119113,9442600,11779546075,9359520,11318249008,9276440,12114233125,9193360,4.20E-07,4.02E-07,3.74E-07,3.45E-07,3.26E-07,1.26E-06,1.333333333,1.21E-06,1.266666667,1.12E-06,1.166666667,1.03E-06,1.066666667,9.79E-07,1
STRENSIQ 18MG/0.45ML,StreNSIQ,Sanofi,Hypophosphatasia,,,,,150,USA,STRENSIQ 18MG/0.45ML,15211.18,Hypophosphatemia,"Characterized by weak bones, skeletal deformities, dental problems, muscle weakness, and in severe cases, respiratory failure.","Estimated to affect approximately 1 in 300,000 births in the USA.",1.00E-05,"Patients may experience significant challenges due to bone fragility and dental issues, affecting daily activities and overall well-being.",0.3,0.1,"Clinical trials have shown that Strensiq improves bone mineralization, reduces fractures, and improves overall physical function in patients with this condition.",Generally well-tolerated; safety profile has been established through clinical studies.,"Common adverse events include injection site reactions, headache, pyrexia, and gastrointestinal issues.","Approximately $300,000 - $400,000 per patient per year.",123788.8016,124522.7273,120360.0764,116682.4074,126017,"Indicated for patients of all ages, from infants to adults.",Affects both genders equally.,Enzyme replacement therapy (recombinant human tissue-nonspecific alkaline phosphatase).,0 and older,406000000,402400000,398800000,395200000,391600000,502582534.5,4060,501079454.7,4024,479995984.7,3988,461128874,3952,493482572,3916,,,,,0.038304392,0,0,0,0,0,0,0,0,0.038304392,150
LEVOTHYROXINE NA 13MCG CAP,Levothyroxine,Various,Hypothyroidism,,,,,800,USA,LEVOTHYROXINE NA 13MCG CAP,58.15,Hyperthyroidism,"Fatigue, weight gain, cold intolerance, dry skin, hair loss, muscle weakness, constipation, depression, slowed heart rate","Approximately 4.6% of adults in the USA have hypothyroidism, with higher rates observed in women and older adults.",0.046,Improved significantly with proper treatment; many patients experience a return to normal functioning and well-being.,10.2,,Levothyroxine is over 95% effective in reversing symptoms of hypothyroidism when dosed appropriately.,Generally regarded as safe; routine monitoring is essential to avoid overtreatment or undertreatment.,"Rare; may include heart palpitations, unintentional weight loss, anxiety, and insomnia.","Average costs range from $30 to $100 per year, depending on insurance coverage and pharmacy choices.",1127.981013,1134.668648,1096.737986,1063.226548,1148.284672,"Most common in adults, especially those over the age of 60.",More prevalent in females (approximately 5-8 times more likely than males).,Small molecules (synthetic thyroid hormone).,18 and older,307280000,304600000,301920000,299240000,296560000,15943876261,14134880,15898523228,14011600,15231848106,13888320,14635355962,13765040,15664623907,13641760,,,,,5.86E-05,0,0,0,0,0,0,0,0,5.86E-05,800
IBRANCE 125MG CAP,Ibrance,Pfizer,Breast Cancer,3.6,3.4,4,4.5,4.7,USA,IBRANCE 125MG CAP,15982.38,Metastatic Breast Cancer,"Breast lump, pain in the breast or chest, swelling of the breast, changes in breast shape, and metastasis symptoms depending on affected organs (e.g., bone pain, respiratory issues).","Approximately 30% of women diagnosed with breast cancer develop metastatic breast cancer, translating to roughly 160,000 women in the USA currently living with metastatic breast cancer.",0.00014,"Patients may experience a reduced quality of life due to symptoms, treatment side effects, and psychological impact. However, disease control with IBRANCE can improve quality of life for some patients.",0.6,5.28,"In clinical studies, the combination of IBRANCE with aromatase inhibitors showed a median progression-free survival of about 24 months compared to the control groups.","Generally considered safe, with a well-defined safety profile; the benefits often outweigh the risks for most patients.","Common adverse events include neutropenia (58%), fatigue (32%), nausea (27%), and diarrhea (24%).","Approximately $130,000 per year for IBRANCE treatment.",90127.70138,90662.05534,87631.3276,84953.7037,91750,"Primarily used in adult women, typically aged 40-75 years.","Predominantly prescribed for women, though men can also develop breast cancer.","Small molecule, specifically a CDK4/6 inhibitor.",0 and older,406000000,402400000,398800000,395200000,391600000,5122858546,56840,5107537550,56336,4892632283,55832,4700318518,55328,5030102000,54824,6.33E-05,6.04E-05,7.16E-05,8.13E-05,8.57E-05,6.33E-05,3.6,6.04E-05,3.4,7.16E-05,4,8.13E-05,4.5,8.57E-05,4.7
ENSURE ORIGINAL STRAWBERRY,Ensure,Abbott,Adult Nutrition,1.5,1.6,1.7,1.8,1.9,USA,ENSURE ORIGINAL STRAWBERRY,9.12,Malnutrition,"Weight loss, fatigue, weakness, muscle wasting","Approximately 5% of the U.S. population, higher in elderly and hospitalized patients",0.05,Can be significantly affected due to weakness and lack of energy,0.3,0.1,Effective as a dietary supplement for improving nutritional status in individuals unable to meet dietary needs,"Generally considered safe for use in most populations, but caution is advised in those with certain health conditions","Gastrointestinal discomfort, bloating, diarrhea","Approximately $500-$1,000 depending on use and quantity",3060.778994,3078.925905,2976.00097,2885.067607,3115.873016,"All age groups, particularly elderly and those with chronic illnesses",Both males and females,Nutritional supplement (oral nutritional formula),0 and older,406000000,402400000,398800000,395200000,391600000,62133813578,20300000,61947989209,20120000,59341459342,19940000,57008935914,19760000,61008793653,19580000,7.39E-08,7.95E-08,8.53E-08,9.11E-08,9.70E-08,7.39E-08,1.5,7.95E-08,1.6,8.53E-08,1.7,9.11E-08,1.8,9.70E-08,1.9
TIVDAK 40MG VIAL,Tivdak,Seagen,Cervical Cancer,,,6,63,100,USA,TIVDAK 40MG VIAL,6319.76,Cervical Cancer,"Abnormal vaginal bleeding, pelvic pain, pain during intercourse, and unusual discharge.","Approximately 13,000 new cases of invasive cervical cancer are diagnosed annually in the USA, with a prevalence rate of about 7.4 per 100,000 women.",7.40E-05,"Quality of life can be significantly affected, particularly in advanced stages, due to treatment side effects and psychological impacts.",0.4,540,Clinical trials have shown an overall response rate of approximately 24% to 30% for TIVDAK in patients with previously treated recurrent or metastatic cervical cancer.,"Generally well-tolerated; however, it may cause severe toxicity in some patients requiring monitoring and dose adjustments.","Common adverse events include fatigue, nausea, headache, and ocular disorders (e.g., blurred vision). Serious adverse events may include severe systemic reactions and ocular toxicities.","Estimated annual therapy costs are approximately $163,000.",160117.8782,161067.1937,155682.9035,150925.9259,163000,"Primarily used in adult women, typically ages 18 and older.","Primarily affects women, as it is indicated for cervical cancer.","Monoclonal antibody (specifically, an antibody-drug conjugate).",18 and older,307280000,304600000,301920000,299240000,296560000,3640875599,22738.72,3630518973,22540.4,3478279885,22342.08,3342067481,22143.76,3577106720,21945.44,,,0.000268552,0.002845045,0.004556755,0,0,0,0,0.000268552,6,0.002845045,63,0.004556755,100
